Symbol,Date,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
NABIL,2024-09-24,567.0,567.0,552.1,553.5,557.19,66337.0,568.0,36962336.0,787,-14.5,14.9,-2.55,2.7,-0.67,513.0,500.76,700.0,419.0
NABIL,2024-09-25,550.0,560.0,545.1,555.0,552.47,50441.0,553.5,27867328.7,623,1.5,14.9,0.27,2.73,0.46,513.81,500.96,700.0,419.0
NABIL,2024-09-26,555.2,562.0,549.0,550.0,552.7,50686.0,555.0,28014233.9,594,-5.0,13.0,-0.9,2.37,-0.49,514.64,501.13,700.0,419.0
NABIL,2024-09-27,555.2,562.0,549.0,550.0,552.7,50686.0,555.0,28014233.9,594,-5.0,13.0,-0.9,2.37,-0.49,514.64,501.13,700.0,419.0
NABIL,2024-09-28,555.2,562.0,549.0,550.0,552.7,50686.0,555.0,28014233.9,594,-5.0,13.0,-0.9,2.37,-0.49,514.64,501.13,700.0,419.0
NABIL,2024-09-29,550.0,550.0,540.0,541.5,543.22,46227.0,550.0,25111657.4,553,-8.5,10.0,-1.55,1.85,-0.32,515.44,501.23,700.0,419.0
NABIL,2024-09-30,540.0,550.5,540.0,550.0,547.84,49497.0,541.5,27116381.2,414,8.5,10.5,1.57,1.94,0.39,516.34,501.43,700.0,419.0
NABIL,2024-10-01,550.0,571.0,550.0,568.0,565.15,74522.0,550.0,42116162.6,765,18.0,21.0,3.27,3.82,0.5,517.41,501.76,700.0,419.0
NABIL,2024-10-02,571.0,579.3,565.0,565.0,570.36,56823.0,568.0,32409462.5,612,-3.0,14.3,-0.53,2.53,-0.95,518.43,502.09,700.0,419.0
NABIL,2024-10-03,571.0,579.3,565.0,565.0,570.36,56823.0,568.0,32409462.5,612,-3.0,14.3,-0.53,2.53,-0.95,518.43,502.09,700.0,419.0
NABIL,2024-10-04,571.0,579.3,565.0,565.0,570.36,56823.0,568.0,32409462.5,612,-3.0,14.3,-0.53,2.53,-0.95,518.43,502.09,700.0,419.0
NABIL,2024-10-05,571.0,579.3,565.0,565.0,570.36,56823.0,568.0,32409462.5,612,-3.0,14.3,-0.53,2.53,-0.95,518.43,502.09,700.0,419.0
NABIL,2024-10-06,565.0,574.0,556.0,574.0,566.94,84468.0,565.0,47888610.6,641,9.0,18.0,1.59,3.24,1.23,519.54,502.47,700.0,419.0
NABIL,2024-10-07,584.0,593.2,580.0,591.5,588.57,69067.0,574.0,40651069.6,633,17.5,13.2,3.05,2.28,0.49,520.82,502.97,700.0,419.0
NABIL,2024-10-08,592.0,600.0,580.0,591.0,594.09,65705.0,591.5,39034507.7,498,-0.5,20.0,-0.08,3.45,-0.52,522.11,503.5,700.0,419.0
NABIL,2024-10-09,595.0,595.0,580.0,593.0,590.41,38505.0,591.0,22733588.64,328,2.0,15.0,0.34,2.59,0.44,523.43,504.04,700.0,419.0
NABIL,2024-10-10,595.0,595.0,580.0,593.0,590.41,38505.0,591.0,22733588.64,328,2.0,15.0,0.34,2.59,0.44,523.43,504.04,700.0,419.0
NABIL,2024-10-11,595.0,595.0,580.0,593.0,590.41,38505.0,591.0,22733588.64,328,2.0,15.0,0.34,2.59,0.44,523.43,504.04,700.0,419.0
NABIL,2024-10-12,595.0,595.0,580.0,593.0,590.41,38505.0,591.0,22733588.64,328,2.0,15.0,0.34,2.59,0.44,523.43,504.04,700.0,419.0
NABIL,2024-10-13,595.0,595.0,580.0,593.0,590.41,38505.0,591.0,22733588.64,328,2.0,15.0,0.34,2.59,0.44,523.43,504.04,700.0,419.0
NABIL,2024-10-14,595.0,595.0,580.0,593.0,590.41,38505.0,591.0,22733588.64,328,2.0,15.0,0.34,2.59,0.44,523.43,504.04,700.0,419.0
NABIL,2024-10-15,593.0,601.0,593.0,600.0,599.13,69441.0,593.0,41603987.7,369,7.0,8.0,1.18,1.35,0.15,524.82,504.66,700.0,419.0
NABIL,2024-10-16,608.0,608.0,601.0,608.0,604.14,94498.0,600.0,57089953.3,609,8.0,7.0,1.33,1.16,0.63,526.23,505.32,700.0,419.0
NABIL,2024-10-17,615.0,619.0,602.0,607.1,609.01,70872.0,608.0,43161960.0,531,-0.9,17.0,-0.15,2.82,-0.32,527.63,505.97,700.0,419.0
NABIL,2024-10-18,615.0,619.0,602.0,607.1,609.01,70872.0,608.0,43161960.0,531,-0.9,17.0,-0.15,2.82,-0.32,527.63,505.97,700.0,419.0
NABIL,2024-10-19,615.0,619.0,602.0,607.1,609.01,70872.0,608.0,43161960.0,531,-0.9,17.0,-0.15,2.82,-0.32,527.63,505.97,700.0,419.0
NABIL,2024-10-20,600.0,606.0,593.0,597.0,598.98,100302.0,607.1,60079137.9,752,-10.1,13.0,-1.66,2.19,-0.33,528.96,506.56,700.0,419.0
NABIL,2024-10-21,595.0,597.0,584.0,585.5,587.62,112249.0,597.0,65959989.5,798,-11.5,13.0,-1.93,2.23,-0.36,530.19,507.07,700.0,419.0
NABIL,2024-10-22,581.5,592.0,577.0,591.0,586.16,77275.0,585.5,45295626.1,575,5.5,15.0,0.94,2.6,0.82,531.49,507.61,700.0,419.0
NABIL,2024-10-23,591.0,607.2,591.0,594.0,600.39,63996.0,591.0,38422281.4,626,3.0,16.2,0.51,2.74,-1.08,532.83,508.12,700.0,419.0
NABIL,2024-10-24,590.1,600.0,590.0,591.5,591.76,41245.0,594.0,24407052.4,526,-2.5,10.0,-0.42,1.69,-0.04,534.18,508.61,700.0,419.0
NABIL,2024-10-25,590.1,600.0,590.0,591.5,591.76,41245.0,594.0,24407052.4,526,-2.5,10.0,-0.42,1.69,-0.04,534.18,508.61,700.0,419.0
NABIL,2024-10-26,590.1,600.0,590.0,591.5,591.76,41245.0,594.0,24407052.4,526,-2.5,10.0,-0.42,1.69,-0.04,534.18,508.61,700.0,419.0
NABIL,2024-10-27,588.09,599.0,585.1,587.0,587.82,33289.0,591.5,19567963.7,426,-4.5,13.9,-0.76,2.38,-0.14,535.5,509.1,700.0,419.0
NABIL,2024-10-28,585.0,594.9,583.5,585.0,585.73,51581.0,587.0,30212476.4,459,-2.0,11.4,-0.34,1.95,-0.12,536.8,509.61,700.0,419.0
NABIL,2024-10-29,595.0,595.0,586.1,591.8,590.08,38978.0,585.0,23000072.2,358,6.8,8.9,1.16,1.52,0.29,538.16,510.18,700.0,419.0
NABIL,2024-10-30,580.0,583.0,569.0,576.0,577.23,215581.0,591.8,124439618.6,1692,-15.8,14.0,-2.67,2.46,-0.21,539.4,510.69,700.0,419.0
NABIL,2024-10-31,580.0,583.0,569.0,576.0,577.23,215581.0,591.8,124439618.6,1692,-15.8,14.0,-2.67,2.46,-0.21,539.4,510.69,700.0,419.0
NABIL,2024-11-01,580.0,583.0,569.0,576.0,577.23,215581.0,591.8,124439618.6,1692,-15.8,14.0,-2.67,2.46,-0.21,539.4,510.69,700.0,419.0
NABIL,2024-11-02,580.0,583.0,569.0,576.0,577.23,215581.0,591.8,124439618.6,1692,-15.8,14.0,-2.67,2.46,-0.21,539.4,510.69,700.0,419.0
NABIL,2024-11-03,580.0,583.0,569.0,576.0,577.23,215581.0,591.8,124439618.6,1692,-15.8,14.0,-2.67,2.46,-0.21,539.4,510.69,700.0,419.0
NABIL,2024-11-04,580.0,583.0,569.0,576.0,577.23,215581.0,591.8,124439618.6,1692,-15.8,14.0,-2.67,2.46,-0.21,539.4,510.69,700.0,419.0
NABIL,2024-11-05,570.1,576.0,565.0,567.0,566.18,98344.0,576.0,55680204.4,849,-9.0,11.0,-1.56,1.95,0.14,540.56,511.15,700.0,419.0
NABIL,2024-11-06,565.0,567.0,562.8,564.6,563.67,54129.0,567.0,30511010.0,558,-2.4,4.2,-0.42,0.75,0.16,541.69,511.57,700.0,419.0
NABIL,2024-11-07,565.0,567.0,562.8,564.6,563.67,54129.0,567.0,30511010.0,558,-2.4,4.2,-0.42,0.75,0.16,541.69,511.57,700.0,419.0
NABIL,2024-11-08,565.0,567.0,562.8,564.6,563.67,54129.0,567.0,30511010.0,558,-2.4,4.2,-0.42,0.75,0.16,541.69,511.57,700.0,419.0
NABIL,2024-11-09,565.0,567.0,562.8,564.6,563.67,54129.0,567.0,30511010.0,558,-2.4,4.2,-0.42,0.75,0.16,541.69,511.57,700.0,419.0
NABIL,2024-11-10,565.0,573.0,565.0,570.0,569.0,108867.0,564.6,61944872.8,654,5.4,8.0,0.96,1.42,0.18,542.85,512.01,700.0,419.0
NABIL,2024-11-11,573.0,579.0,568.0,569.0,573.04,87145.0,570.0,49937465.2,762,-1.0,11.0,-0.18,1.94,-0.71,544.01,512.46,700.0,419.0
NABIL,2024-11-12,570.6,572.0,566.0,566.2,569.26,58126.0,569.0,33088676.4,539,-2.8,6.0,-0.49,1.06,-0.54,545.18,512.9,700.0,419.0
NABIL,2024-11-13,566.2,570.0,560.2,561.0,563.31,48085.0,566.2,27086743.4,500,-5.2,9.8,-0.92,1.75,-0.41,546.32,513.33,700.0,419.0
NABIL,2024-11-14,566.0,566.0,557.0,562.0,560.79,59666.0,561.0,33459901.3,636,1.0,9.0,0.18,1.62,0.22,547.49,513.78,700.0,419.0
NABIL,2024-11-15,566.0,566.0,557.0,562.0,560.79,59666.0,561.0,33459901.3,636,1.0,9.0,0.18,1.62,0.22,547.49,513.78,700.0,419.0
NABIL,2024-11-16,566.0,566.0,557.0,562.0,560.79,59666.0,561.0,33459901.3,636,1.0,9.0,0.18,1.62,0.22,547.49,513.78,700.0,419.0
NABIL,2024-11-17,562.0,570.0,562.0,562.1,564.43,62749.0,562.0,35417355.5,678,0.1,8.0,0.02,1.42,-0.41,548.63,514.25,700.0,419.0
NABIL,2024-11-18,562.0,570.0,562.0,562.1,564.43,62749.0,562.0,35417355.5,678,0.1,8.0,0.02,1.42,-0.41,548.63,514.25,700.0,419.0
NABIL,2024-11-19,560.0,568.0,557.0,559.8,561.39,84892.0,562.1,47657769.9,849,-2.3,11.0,-0.41,1.97,-0.28,549.78,514.72,700.0,419.0
NABIL,2024-11-20,560.0,562.0,552.0,557.0,554.7,61578.0,559.8,34157291.3,630,-2.8,10.0,-0.5,1.81,0.41,550.9,515.18,700.0,419.0
NABIL,2024-11-21,565.0,565.0,552.2,553.7,554.55,56753.0,557.0,31472593.9,576,-3.3,12.8,-0.59,2.32,-0.15,551.92,515.62,700.0,419.0
NABIL,2024-11-22,565.0,565.0,552.2,553.7,554.55,56753.0,557.0,31472593.9,576,-3.3,12.8,-0.59,2.32,-0.15,551.92,515.62,700.0,419.0
NABIL,2024-11-23,565.0,565.0,552.2,553.7,554.55,56753.0,557.0,31472593.9,576,-3.3,12.8,-0.59,2.32,-0.15,551.92,515.62,700.0,419.0
NABIL,2024-11-24,564.0,564.7,555.0,558.0,557.77,109617.0,553.7,61141240.4,818,4.3,9.7,0.78,1.75,0.04,552.96,516.07,700.0,419.0
NABIL,2024-11-25,569.1,569.1,542.7,547.6,546.14,78417.0,558.0,42826396.0,806,-10.4,26.4,-1.86,4.86,0.27,553.91,516.47,700.0,419.0
NABIL,2024-11-26,547.6,556.0,540.0,545.0,544.4,96250.0,547.6,52398724.4,764,-2.6,16.0,-0.47,2.96,0.11,554.86,516.85,700.0,419.0
NABIL,2024-11-27,545.0,549.5,544.0,548.0,547.06,59923.0,545.0,32781668.0,630,3.0,5.5,0.55,1.01,0.17,555.78,517.28,700.0,419.0
NABIL,2024-11-28,545.0,551.0,539.0,540.0,543.16,98283.0,548.0,53383609.8,774,-8.0,12.0,-1.46,2.23,-0.59,556.47,517.69,700.0,419.0
NABIL,2024-11-29,545.0,551.0,539.0,540.0,543.16,98283.0,548.0,53383609.8,774,-8.0,12.0,-1.46,2.23,-0.59,556.47,517.69,700.0,419.0
NABIL,2024-11-30,545.0,551.0,539.0,540.0,543.16,98283.0,548.0,53383609.8,774,-8.0,12.0,-1.46,2.23,-0.59,556.47,517.69,700.0,419.0
NABIL,2024-12-01,537.3,540.0,534.1,536.0,536.72,79422.0,540.0,42627477.8,695,-4.0,5.9,-0.74,1.1,-0.13,556.93,518.1,700.0,419.0
NABIL,2024-12-02,546.7,546.7,533.0,534.0,534.58,80685.0,536.0,43132809.2,776,-2.0,13.7,-0.37,2.57,-0.11,557.09,518.52,700.0,419.0
NABIL,2024-12-03,544.6,544.6,530.2,532.0,531.76,62719.0,534.0,33351241.1,587,-2.0,14.4,-0.37,2.72,0.05,557.22,518.98,700.0,419.0
NABIL,2024-12-04,542.6,542.6,530.0,530.0,530.87,69630.0,532.0,36964486.1,646,-2.0,12.6,-0.38,2.38,-0.16,557.4,519.43,700.0,419.0
NABIL,2024-12-05,540.6,540.6,523.0,525.0,525.71,61452.0,530.0,32305643.4,716,-5.0,17.6,-0.94,3.37,-0.13,557.7,519.88,700.0,419.0
NABIL,2024-12-06,540.6,540.6,523.0,525.0,525.71,61452.0,530.0,32305643.4,716,-5.0,17.6,-0.94,3.37,-0.13,557.7,519.88,700.0,419.0
NABIL,2024-12-07,540.6,540.6,523.0,525.0,525.71,61452.0,530.0,32305643.4,716,-5.0,17.6,-0.94,3.37,-0.13,557.7,519.88,700.0,419.0
NABIL,2024-12-08,526.0,526.0,513.5,514.5,516.91,76545.0,525.0,39566583.4,839,-10.5,12.5,-2.0,2.43,-0.47,558.0,520.31,700.0,419.0
NABIL,2024-12-09,505.0,516.9,505.0,510.0,511.37,54624.0,514.5,27932970.6,669,-4.5,11.9,-0.87,2.36,-0.27,558.17,520.73,700.0,419.0
NABIL,2024-12-10,510.0,514.0,505.0,508.1,508.65,51966.0,510.0,26432713.9,558,-1.9,9.0,-0.37,1.78,-0.11,558.36,521.12,700.0,419.0
NABIL,2024-12-11,508.0,529.8,506.1,528.0,513.98,70328.0,508.1,36146924.2,686,19.9,23.7,3.92,4.68,2.66,558.74,521.64,700.0,419.0
NABIL,2024-12-12,535.0,538.5,518.3,520.0,526.73,56954.0,528.0,29999645.9,635,-8.0,20.2,-1.52,3.9,-1.3,559.07,522.14,700.0,419.0
NABIL,2024-12-13,535.0,538.5,518.3,520.0,526.73,56954.0,528.0,29999645.9,635,-8.0,20.2,-1.52,3.9,-1.3,559.07,522.14,700.0,419.0
NABIL,2024-12-14,535.0,538.5,518.3,520.0,526.73,56954.0,528.0,29999645.9,635,-8.0,20.2,-1.52,3.9,-1.3,559.07,522.14,700.0,419.0
NABIL,2024-12-15,535.0,538.5,518.3,520.0,526.73,56954.0,528.0,29999645.9,635,-8.0,20.2,-1.52,3.9,-1.3,559.07,522.14,700.0,419.0
NABIL,2024-12-16,520.0,524.0,509.7,512.9,512.77,47147.0,520.0,24175344.3,582,-7.1,14.3,-1.37,2.81,0.03,559.37,522.64,700.0,419.0
NABIL,2024-12-17,513.0,518.0,509.1,512.0,512.87,53169.0,512.9,27268731.1,501,-0.9,8.9,-0.18,1.75,-0.17,559.69,522.93,700.0,419.0
NABIL,2024-12-18,501.8,520.4,501.8,511.8,512.75,57475.0,512.0,29470230.7,450,-0.2,18.6,-0.04,3.71,-0.19,560.05,523.3,700.0,419.0
NABIL,2024-12-19,512.0,514.0,508.0,508.0,510.16,73723.0,511.8,37610350.0,597,-3.8,6.0,-0.74,1.18,-0.42,560.3,523.67,700.0,419.0
NABIL,2024-12-20,512.0,514.0,508.0,508.0,510.16,73723.0,511.8,37610350.0,597,-3.8,6.0,-0.74,1.18,-0.42,560.3,523.67,700.0,419.0
NABIL,2024-12-21,512.0,514.0,508.0,508.0,510.16,73723.0,511.8,37610350.0,597,-3.8,6.0,-0.74,1.18,-0.42,560.3,523.67,700.0,419.0
NABIL,2024-12-22,497.9,511.0,497.9,502.9,503.3,67080.0,508.0,33761555.0,661,-5.1,13.1,-1.0,2.63,-0.08,560.47,523.99,700.0,419.0
NABIL,2024-12-23,502.9,502.9,498.0,501.0,500.42,86473.0,502.9,43272734.6,796,-1.9,4.9,-0.38,0.98,0.12,560.65,524.27,700.0,419.0
NABIL,2024-12-24,503.0,506.0,499.1,501.0,502.0,66517.0,501.0,33391369.2,650,0.0,6.9,0.0,1.38,-0.2,560.87,524.45,700.0,419.0
NABIL,2024-12-25,503.0,506.0,499.1,501.0,502.0,66517.0,501.0,33391369.2,650,0.0,6.9,0.0,1.38,-0.2,560.87,524.45,700.0,419.0
NABIL,2024-12-26,511.0,511.0,498.0,502.0,502.45,127622.0,501.0,64123331.6,897,1.0,13.0,0.2,2.61,-0.09,561.14,524.61,700.0,419.0
NABIL,2024-12-27,511.0,511.0,498.0,502.0,502.45,127622.0,501.0,64123331.6,897,1.0,13.0,0.2,2.61,-0.09,561.14,524.61,700.0,419.0
NABIL,2024-12-28,511.0,511.0,498.0,502.0,502.45,127622.0,501.0,64123331.6,897,1.0,13.0,0.2,2.61,-0.09,561.14,524.61,700.0,419.0
NABIL,2024-12-29,504.1,508.9,499.0,502.7,502.71,64296.0,502.0,32322538.0,617,0.7,9.9,0.14,1.98,0.0,561.4,524.78,700.0,419.0
NABIL,2024-12-30,504.1,508.9,499.0,502.7,502.71,64296.0,502.0,32322538.0,617,0.7,9.9,0.14,1.98,0.0,561.4,524.78,700.0,419.0
NABIL,2024-12-31,512.7,512.7,498.0,502.0,499.08,53222.0,502.7,26562216.3,541,-0.7,14.7,-0.14,2.95,0.58,561.66,524.99,700.0,419.0
